2,5,5.17,5.17,5.17
2,6,5.08,5.08,5.08
2,7,5.69,5.69,5.69
2,8,4.98,4.98,4.98
2,9,5.44,5.44,5.44
2,10,5.19,5.19,5.19
2,11,6.16,6.16,6.16
2,12,4.36,4.36,4.36
2,13,7.35,7.35,7.35
2,14,2.93,2.93,2.93
2,15,8.43,8.43,8.43
2,16,1.37,1.37,1.37
2,17,8.83,8.83,8.83
2,18,0.9,0.9,0.9
2,19,8.85,8.85,8.85
2,20,0.85,0.85,0.85
2,21,8.7,8.7,8.7
2,22,1.01,1.01,1.01
2,23,5.77,5.77,5.77
2,24,4.69,4.69,4.69
2,25,5.78,5.78,5.78
2,26,4.34,4.34,4.34
2,27,5.98,5.98,5.98
2,28,3.92,3.92,3.92
2,29,5.8,5.8,5.8
2,30,3.7,3.7,3.7
2,31,6.8,6.8,6.8
2,32,4.55,4.55,4.55
3,0,5.36,5.36,5.36
3,1,5.47,5.47,5.47
3,2,5.53,5.53,5.53
3,3,5.6,5.6,5.6
3,4,5.26,5.26,5.26
3,5,5.18,5.18,5.18
3,6,5.1,5.1,5.1
3,7,5.69,5.69,5.69
3,8,4.98,4.98,4.98
3,9,5.45,5.45,5.45
3,10,5.21,5.21,5.21
3,11,6.15,6.15,6.15
3,12,4.36,4.36,4.36
3,13,7.34,7.34,7.34
3,14,2.92,2.92,2.92
3,15,8.44,8.44,8.44
3,16,1.37,1.37,1.37
3,17,8.83,8.83,8.83
3,18,0.89,0.89,0.89
3,19,8.85,8.85,8.85
3,20,0.84,0.84,0.84
3,21,8.7,8.7,8.7
3,22,1.0,1.0,1.0
3,23,5.76,5.76,5.76
3,24,4.7,4.7,4.7
3,25,5.77,5.77,5.77
3,26,4.34,4.34,4.34
3,27,5.98,5.98,5.98
3,28,3.92,3.92,3.92
3,29,5.8,5.8,5.8
3,30,3.71,3.71,3.71
3,31,6.8,6.8,6.8
3,32,4.57,4.57,4.57
4,0,5.37,5.37,5.37
4,1,5.47,5.47,5.47
4,2,5.53,5.53,5.53
4,3,5.61,5.61,5.61
4,4,5.27,5.27,5.27
4,5,5.19,5.19,5.19
4,6,5.11,5.11,5.11
4,7,5.69,5.69,5.69
4,8,4.99,4.99,4.99
4,9,5.46,5.46,5.46
4,10,5.22,5.22,5.22
4,11,6.16,6.16,6.16
4,12,4.36,4.36,4.36
4,13,7.37,7.37,7.37
4,14,2.88,2.88,2.88
4,15,8.45,8.45,8.45
4,16,1.33,1.33,1.33
4,17,8.83,8.83,8.83
4,18,0.85,0.85,0.85
4,19,8.85,8.85,8.85
4,20,0.8,0.8,0.8
4,21,8.71,8.71,8.71
4,22,0.95,0.95,0.95
4,23,5.76,5.76,5.76
4,24,4.7,4.7,4.7
4,25,5.77,5.77,5.77
4,26,4.33,4.33,4.33
4,27,5.98,5.98,5.98
4,28,3.92,3.92,3.92
4,29,5.8,5.8,5.8
4,30,3.71,3.71,3.71
4,31,6.78,6.78,6.78
4,32,4.58,4.58,4.58
5,0,5.37,5.37,5.37
5,1,5.47,5.47,5.47
5,2,5.53,5.53,5.53
5,3,5.6,5.6,5.6
5,4,5.27,5.27,5.27
5,5,5.2,5.2,5.2
5,6,5.12,5.12,5.12
5,7,5.69,5.69,5.69
5,8,4.99,4.99,4.99
5,9,5.46,5.46,5.46
5,10,5.22,5.22,5.22
5,11,6.16,6.16,6.16
5,12,4.36,4.36,4.36
5,13,7.38,7.38,7.38
5,14,2.88,2.88,2.88
5,15,8.45,8.45,8.45
5,16,1.31,1.31,1.31
5,17,8.82,8.82,8.82
5,18,0.84,0.84,0.84
5,19,8.83,8.83,8.83
5,20,0.79,0.79,0.79
5,21,8.71,8.71,8.71
5,22,0.95,0.95,0.95
5,23,5.76,5.76,5.76
5,24,4.7,4.7,4.7
5,25,5.77,5.77,5.77
5,26,4.32,4.32,4.32
5,27,5.98,5.98,5.98
5,28,3.91,3.91,3.91
5,29,5.8,5.8,5.8
5,30,3.71,3.71,3.71
5,31,6.79,6.79,6.79
5,32,4.58,4.58,4.58
6,0,5.38,5.38,5.38
6,1,5.47,5.47,5.47
6,2,5.54,5.54,5.54
6,3,5.61,5.61,5.61
6,4,5.28,5.28,5.28
6,5,5.2,5.2,5.2
6,6,5.13,5.13,5.13
6,7,5.69,5.69,5.69
6,8,5.0,5.0,5.0
6,9,5.47,5.47,5.47
6,10,5.23,5.23,5.23
6,11,6.17,6.17,6.17
6,12,4.36,4.36,4.36
6,13,7.44,7.44,7.44
6,14,2.88,2.88,2.88
6,15,8.48,8.48,8.48
6,16,1.29,1.29,1.29
6,17,8.83,8.83,8.83
6,18,0.82,0.82,0.82
6,19,8.83,8.83,8.83
6,20,0.78,0.78,0.78
6,21,8.72,8.72,8.72
6,22,0.93,0.93,0.93
6,23,5.75,5.75,5.75
6,24,4.7,4.7,4.7
6,25,5.77,5.77,5.77
6,26,4.31,4.31,4.31
6,27,5.98,5.98,5.98
6,28,3.91,3.91,3.91
6,29,5.8,5.8,5.8
6,30,3.7,3.7,3.7
6,31,6.8,6.8,6.8
6,32,4.59,4.59,4.59
7,0,5.39,5.39,5.39
7,1,5.47,5.47,5.47
7,2,5.54,5.54,5.54
7,3,5.61,5.61,5.61
7,4,5.29,5.29,5.29
7,5,5.21,5.21,5.21
7,6,5.14,5.14,5.14
7,7,5.7,5.7,5.7
7,8,5.0,5.0,5.0
7,9,5.48,5.48,5.48
7,10,5.25,5.25,5.25
7,11,6.18,6.18,6.18
7,12,4.36,4.36,4.36
7,13,7.47,7.47,7.47
7,14,2.88,2.88,2.88
7,15,8.49,8.49,8.49
7,16,1.29,1.29,1.29
7,17,8.83,8.83,8.83
7,18,0.82,0.82,0.82
7,19,8.83,8.83,8.83
7,20,0.78,0.78,0.78
7,21,8.72,8.72,8.72
7,22,0.92,0.92,0.92
7,23,5.75,5.75,5.75
7,24,4.7,4.7,4.7
7,25,5.77,5.77,5.77
7,26,4.31,4.31,4.31
7,27,5.98,5.98,5.98
7,28,3.9,3.9,3.9
7,29,5.8,5.8,5.8
7,30,3.69,3.69,3.69
7,31,6.8,6.8,6.8
7,32,4.59,4.59,4.59
8,0,5.39,5.39,5.39
8,1,5.47,5.47,5.47
8,2,5.54,5.54,5.54
8,3,5.61,5.61,5.61
8,4,5.29,5.29,5.29
8,5,5.22,5.22,5.22
8,6,5.14,5.14,5.14
8,7,5.7,5.7,5.7
8,8,5.01,5.01,5.01
8,9,5.49,5.49,5.49
8,10,5.26,5.26,5.26
8,11,6.18,6.18,6.18
8,12,4.36,4.36,4.36
8,13,7.47,7.47,7.47
8,14,2.87,2.87,2.87
8,15,8.51,8.51,8.51
8,16,1.29,1.29,1.29
8,17,8.84,8.84,8.84
8,18,0.82,0.82,0.82
8,19,8.85,8.85,8.85
8,20,0.78,0.78,0.78
8,21,8.74,8.74,8.74
8,22,0.93,0.93,0.93
8,23,5.75,5.75,5.75
8,24,4.71,4.71,4.71
8,25,5.77,5.77,5.77
8,26,4.31,4.31,4.31
8,27,5.98,5.98,5.98
8,28,3.9,3.9,3.9
8,29,5.79,5.79,5.79
8,30,3.69,3.69,3.69
8,31,6.8,6.8,6.8
8,32,4.59,4.59,4.59
9,0,5.4,5.4,5.4
9,1,5.48,5.48,5.48
9,2,5.54,5.54,5.54
9,3,5.61,5.61,5.61
9,4,5.3,5.3,5.3
9,5,5.23,5.23,5.23
9,6,5.15,5.15,5.15
9,7,5.69,5.69,5.69
9,8,5.01,5.01,5.01
9,9,5.5,5.5,5.5
9,10,5.27,5.27,5.27
9,11,6.18,6.18,6.18
9,12,4.36,4.36,4.36
9,13,7.48,7.48,7.48
9,14,2.84,2.84,2.84
9,15,8.53,8.53,8.53
9,16,1.27,1.27,1.27
9,17,8.86,8.86,8.86
9,18,0.81,0.81,0.81
9,19,8.88,8.88,8.88
9,20,0.78,0.78,0.78
9,21,8.76,8.76,8.76
9,22,0.92,0.92,0.92
9,23,5.75,5.75,5.75
9,24,4.71,4.71,4.71
9,25,5.77,5.77,5.77
9,26,4.31,4.31,4.31
9,27,5.97,5.97,5.97
9,28,3.9,3.9,3.9
9,29,5.79,5.79,5.79
9,30,3.69,3.69,3.69
9,31,6.8,6.8,6.8
9,32,4.59,4.59,4.59
10,0,5.41,5.41,5.41
10,1,5.48,5.48,5.48
10,2,5.54,5.54,5.54
10,3,5.61,5.61,5.61
10,4,5.31,5.31,5.31
10,5,5.23,5.23,5.23
10,6,5.16,5.16,5.16
10,7,5.69,5.69,5.69
10,8,5.02,5.02,5.02
10,9,5.5,5.5,5.5
10,10,5.27,5.27,5.27
10,11,6.18,6.18,6.18
10,12,4.36,4.36,4.36
10,13,7.48,7.48,7.48
10,14,2.83,2.83,2.83
10,15,8.54,8.54,8.54
10,16,1.26,1.26,1.26
10,17,8.86,8.86,8.86
10,18,0.81,0.81,0.81
10,19,8.89,8.89,8.89
10,20,0.77,0.77,0.77
10,21,8.76,8.76,8.76
10,22,0.91,0.91,0.91
10,23,5.75,5.75,5.75
10,24,4.71,4.71,4.71
10,25,5.78,5.78,5.78
10,26,4.3,4.3,4.3
10,27,5.97,5.97,5.97
10,28,3.9,3.9,3.9
10,29,5.79,5.79,5.79
10,30,3.69,3.69,3.69
10,31,6.8,6.8,6.8
10,32,4.59,4.59,4.59
11,0,5.41,5.41,5.41
11,1,5.48,5.48,5.48
11,2,5.54,5.54,5.54
11,3,5.61,5.61,5.61
11,4,5.31,5.31,5.31
11,5,5.23,5.23,5.23
11,6,5.16,5.16,5.16
11,7,5.69,5.69,5.69
11,8,5.02,5.02,5.02
11,9,5.5,5.5,5.5
11,10,5.28,5.28,5.28
11,11,6.17,6.17,6.17
11,12,4.36,4.36,4.36
11,13,7.48,7.48,7.48
11,14,2.83,2.83,2.83
11,15,8.54,8.54,8.54
11,16,1.27,1.27,1.27
11,17,8.86,8.86,8.86
11,18,0.81,0.81,0.81
11,19,8.89,8.89,8.89
11,20,0.77,0.77,0.77
11,21,8.76,8.76,8.76
11,22,0.91,0.91,0.91
11,23,5.74,5.74,5.74
11,24,4.71,4.71,4.71
11,25,5.78,5.78,5.78
11,26,4.3,4.3,4.3
11,27,5.97,5.97,5.97
11,28,3.89,3.89,3.89
11,29,5.79,5.79,5.79
11,30,3.68,3.68,3.68
11,31,6.8,6.8,6.8
11,32,4.59,4.59,4.59
12,0,5.42,5.42,5.42
12,1,5.48,5.48,5.48
12,2,5.55,5.55,5.55
12,3,5.61,5.61,5.61
12,4,5.31,5.31,5.31
12,5,5.24,5.24,5.24
12,6,5.16,5.16,5.16
12,7,5.69,5.69,5.69
12,8,5.02,5.02,5.02
12,9,5.51,5.51,5.51
12,10,5.28,5.28,5.28
12,11,6.17,6.17,6.17
12,12,4.36,4.36,4.36
12,13,7.48,7.48,7.48
12,14,2.83,2.83,2.83
12,15,8.53,8.53,8.53
12,16,1.27,1.27,1.27
12,17,8.86,8.86,8.86
12,18,0.81,0.81,0.81
12,19,8.88,8.88,8.88
12,20,0.78,0.78,0.78
12,21,8.76,8.76,8.76
12,22,0.91,0.91,0.91
12,23,5.74,5.74,5.74
12,24,4.71,4.71,4.71
12,25,5.78,5.78,5.78
12,26,4.3,4.3,4.3
12,27,5.97,5.97,5.97
12,28,3.9,3.9,3.9
12,29,5.79,5.79,5.79
12,30,3.69,3.69,3.69
12,31,6.81,6.81,6.81
12,32,4.59,4.59,4.59
13,0,5.42,5.42,5.42
13,1,5.49,5.49,5.49
13,2,5.55,5.55,5.55
13,3,5.61,5.61,5.61
13,4,5.32,5.32,5.32
13,5,5.24,5.24,5.24
13,6,5.17,5.17,5.17
13,7,5.69,5.69,5.69
13,8,5.02,5.02,5.02
13,9,5.51,5.51,5.51
13,10,5.28,5.28,5.28
13,11,6.17,6.17,6.17
13,12,4.36,4.36,4.36
13,13,7.47,7.47,7.47
13,14,2.83,2.83,2.83
13,15,8.53,8.53,8.53
13,16,1.27,1.27,1.27
13,17,8.86,8.86,8.86
13,18,0.81,0.81,0.81
13,19,8.89,8.89,8.89
13,20,0.78,0.78,0.78
13,21,8.76,8.76,8.76
13,22,0.91,0.91,0.91
13,23,5.74,5.74,5.74
13,24,4.71,4.71,4.71
13,25,5.78,5.78,5.78
13,26,4.3,4.3,4.3
13,27,5.97,5.97,5.97
13,28,3.9,3.9,3.9
13,29,5.79,5.79,5.79
13,30,3.69,3.69,3.69
13,31,6.81,6.81,6.81
13,32,4.59,4.59,4.59
14,0,5.42,5.42,5.42
14,1,5.49,5.49,5.49
14,2,5.55,5.55,5.55
14,3,5.61,5.61,5.61
14,4,5.32,5.32,5.32
14,5,5.25,5.25,5.25
14,6,5.17,5.17,5.17
14,7,5.69,5.69,5.69
14,8,5.02,5.02,5.02
14,9,5.51,5.51,5.51
14,10,5.28,5.28,5.28
14,11,6.17,6.17,6.17
14,12,4.36,4.36,4.36
14,13,7.47,7.47,7.47
14,14,2.83,2.83,2.83
14,15,8.53,8.53,8.53
14,16,1.27,1.27,1.27
14,17,8.86,8.86,8.86
14,18,0.81,0.81,0.81
14,19,8.89,8.89,8.89
14,20,0.78,0.78,0.78
14,21,8.76,8.76,8.76
14,22,0.91,0.91,0.91
14,23,5.74,5.74,5.74
14,24,4.72,4.72,4.72
14,25,5.78,5.78,5.78
14,26,4.3,4.3,4.3
14,27,5.97,5.97,5.97
14,28,3.9,3.9,3.9
14,29,5.79,5.79,5.79
14,30,3.69,3.69,3.69
14,31,6.81,6.81,6.81
14,32,4.58,4.58,4.58
15,0,5.42,5.42,5.42
15,1,5.49,5.49,5.49
15,2,5.55,5.55,5.55
15,3,5.61,5.61,5.61
15,4,5.32,5.32,5.32
15,5,5.25,5.25,5.25
15,6,5.17,5.17,5.17
15,7,5.69,5.69,5.69
15,8,5.02,5.02,5.02
15,9,5.51,5.51,5.51
15,10,5.29,5.29,5.29
15,11,6.17,6.17,6.17
15,12,4.36,4.36,4.36
15,13,7.47,7.47,7.47
15,14,2.83,2.83,2.83
15,15,8.53,8.53,8.53
15,16,1.27,1.27,1.27
15,17,8.87,8.87,8.87
15,18,0.82,0.82,0.82
15,19,8.89,8.89,8.89
15,20,0.79,0.79,0.79
15,21,8.76,8.76,8.76
15,22,0.92,0.92,0.92
15,23,5.74,5.74,5.74
15,24,4.72,4.72,4.72
15,25,5.79,5.79,5.79
15,26,4.3,4.3,4.3
15,27,5.97,5.97,5.97
15,28,3.89,3.89,3.89
15,29,5.79,5.79,5.79
15,30,3.69,3.69,3.69
15,31,6.8,6.8,6.8
15,32,4.58,4.58,4.58
16,0,5.42,5.42,5.42
16,1,5.49,5.49,5.49
16,2,5.55,5.55,5.55
16,3,5.61,5.61,5.61
16,4,5.32,5.32,5.32
16,5,5.25,5.25,5.25
16,6,5.17,5.17,5.17
16,7,5.69,5.69,5.69
16,8,5.02,5.02,5.02
16,9,5.51,5.51,5.51
16,10,5.29,5.29,5.29
16,11,6.17,6.17,6.17
16,12,4.36,4.36,4.36
16,13,7.47,7.47,7.47
16,14,2.83,2.83,2.83
16,15,8.54,8.54,8.54
16,16,1.27,1.27,1.27
16,17,8.87,8.87,8.87
16,18,0.82,0.82,0.82
16,19,8.9,8.9,8.9
16,20,0.79,0.79,0.79
16,21,8.77,8.77,8.77
16,22,0.92,0.92,0.92
16,23,5.74,5.74,5.74
16,24,4.72,4.72,4.72
16,25,5.79,5.79,5.79
16,26,4.3,4.3,4.3
16,27,5.97,5.97,5.97
16,28,3.89,3.89,3.89
16,29,5.79,5.79,5.79
16,30,3.68,3.68,3.68
16,31,6.8,6.8,6.8
16,32,4.58,4.58,4.58
17,0,5.42,5.42,5.42
17,1,5.49,5.49,5.49
17,2,5.55,5.55,5.55
17,3,5.61,5.61,5.61
17,4,5.32,5.32,5.32
17,5,5.25,5.25,5.25
17,6,5.17,5.17,5.17
17,7,5.69,5.69,5.69
17,8,5.02,5.02,5.02
17,9,5.51,5.51,5.51
17,10,5.29,5.29,5.29
17,11,6.17,6.17,6.17
17,12,4.36,4.36,4.36
17,13,7.47,7.47,7.47
17,14,2.83,2.83,2.83
17,15,8.54,8.54,8.54
17,16,1.27,1.27,1.27
17,17,8.87,8.87,8.87
17,18,0.82,0.82,0.82
17,19,8.9,8.9,8.9
17,20,0.79,0.79,0.79
17,21,8.77,8.77,8.77
17,22,0.92,0.92,0.92
17,23,5.74,5.74,5.74
17,24,4.72,4.72,4.72
17,25,5.79,5.79,5.79
17,26,4.3,4.3,4.3
17,27,5.97,5.97,5.97
17,28,3.88,3.88,3.88
17,29,5.79,5.79,5.79
17,30,3.68,3.68,3.68
17,31,6.79,6.79,6.79
17,32,4.58,4.58,4.58
18,0,5.42,5.42,5.42
18,1,5.49,5.49,5.49
18,2,5.55,5.55,5.55
18,3,5.61,5.61,5.61
18,4,5.32,5.32,5.32
18,5,5.25,5.25,5.25
18,6,5.17,5.17,5.17
18,7,5.69,5.69,5.69
18,8,5.02,5.02,5.02
18,9,5.51,5.51,5.51
18,10,5.29,5.29,5.29
18,11,6.17,6.17,6.17
18,12,4.36,4.36,4.36
18,13,7.47,7.47,7.47
18,14,2.83,2.83,2.83
18,15,8.54,8.54,8.54
18,16,1.27,1.27,1.27
18,17,8.88,8.88,8.88
18,18,0.82,0.82,0.82
18,19,8.92,8.92,8.92
18,20,0.79,0.79,0.79
18,21,8.78,8.78,8.78
18,22,0.92,0.92,0.92
18,23,5.74,5.74,5.74
18,24,4.72,4.72,4.72
18,25,5.79,5.79,5.79
18,26,4.3,4.3,4.3
18,27,5.97,5.97,5.97
18,28,3.88,3.88,3.88
18,29,5.79,5.79,5.79
18,30,3.67,3.67,3.67
18,31,6.78,6.78,6.78
18,32,4.57,4.57,4.57
19,0,5.42,5.42,5.42
19,1,5.49,5.49,5.49
19,2,5.55,5.55,5.55
19,3,5.61,5.61,5.61
19,4,5.32,5.32,5.32
19,5,5.25,5.25,5.25
19,6,5.17,5.17,5.17
19,7,5.69,5.69,5.69
19,8,5.02,5.02,5.02
19,9,5.51,5.51,5.51
19,10,5.29,5.29,5.29
19,11,6.17,6.17,6.17
19,12,4.36,4.36,4.36
19,13,7.47,7.47,7.47
19,14,2.83,2.83,2.83
19,15,8.54,8.54,8.54
19,16,1.27,1.27,1.27
19,17,8.88,8.88,8.88
19,18,0.82,0.82,0.82
19,19,8.92,8.92,8.92
19,20,0.79,0.79,0.79
19,21,8.78,8.78,8.78
19,22,0.92,0.92,0.92
19,23,5.74,5.74,5.74
19,24,4.72,4.72,4.72
19,25,5.79,5.79,5.79
19,26,4.31,4.31,4.31
19,27,5.97,5.97,5.97
19,28,3.87,3.87,3.87
19,29,5.79,5.79,5.79
19,30,3.67,3.67,3.67
19,31,6.78,6.78,6.78
19,32,4.57,4.57,4.57
20,0,5.42,5.42,5.42
20,1,5.49,5.49,5.49
20,2,5.55,5.55,5.55
20,3,5.61,5.61,5.61
20,4,5.32,5.32,5.32
20,5,5.25,5.25,5.25
20,6,5.17,5.17,5.17
20,7,5.69,5.69,5.69
20,8,5.02,5.02,5.02
20,9,5.51,5.51,5.51
20,10,5.29,5.29,5.29
20,11,6.17,6.17,6.17
20,12,4.36,4.36,4.36
20,13,7.47,7.47,7.47
20,14,2.83,2.83,2.83
20,15,8.54,8.54,8.54
20,16,1.27,1.27,1.27
20,17,8.88,8.88,8.88
20,18,0.82,0.82,0.82
20,19,8.93,8.93,8.93
20,20,0.79,0.79,0.79
20,21,8.78,8.78,8.78
20,22,0.92,0.92,0.92
20,23,5.74,5.74,5.74
20,24,4.72,4.72,4.72
20,25,5.79,5.79,5.79
20,26,4.3,4.3,4.3
20,27,5.97,5.97,5.97
20,28,3.87,3.87,3.87
20,29,5.79,5.79,5.79
20,30,3.66,3.66,3.66
20,31,6.78,6.78,6.78
20,32,4.57,4.57,4.57
21,0,5.42,5.42,5.42
21,1,5.49,5.49,5.49
21,2,5.55,5.55,5.55
21,3,5.61,5.61,5.61
21,4,5.32,5.32,5.32
21,5,5.25,5.25,5.25
21,6,5.17,5.17,5.17
21,7,5.69,5.69,5.69
21,8,5.02,5.02,5.02
21,9,5.51,5.51,5.51
21,10,5.29,5.29,5.29
21,11,6.17,6.17,6.17
21,12,4.36,4.36,4.36
21,13,7.47,7.47,7.47
21,14,2.83,2.83,2.83
21,15,8.54,8.54,8.54
21,16,1.27,1.27,1.27
21,17,8.88,8.88,8.88
21,18,0.82,0.82,0.82
21,19,8.93,8.93,8.93
21,20,0.79,0.79,0.79
21,21,8.79,8.79,8.79
21,22,0.92,0.92,0.92
21,23,5.74,5.74,5.74
21,24,4.72,4.72,4.72
21,25,5.79,5.79,5.79
21,26,4.3,4.3,4.3
21,27,5.97,5.97,5.97
21,28,3.86,3.86,3.86
21,29,5.79,5.79,5.79
21,30,3.66,3.66,3.66
21,31,6.78,6.78,6.78
21,32,4.57,4.57,4.57
22,0,5.42,5.42,5.42
22,1,5.49,5.49,5.49
22,2,5.55,5.55,5.55
22,3,5.61,5.61,5.61
22,4,5.32,5.32,5.32
22,5,5.25,5.25,5.25
22,6,5.17,5.17,5.17
22,7,5.69,5.69,5.69
22,8,5.02,5.02,5.02
22,9,5.51,5.51,5.51
22,10,5.29,5.29,5.29
22,11,6.17,6.17,6.17
22,12,4.37,4.37,4.37
22,13,7.47,7.47,7.47
22,14,2.84,2.84,2.84
22,15,8.54,8.54,8.54
22,16,1.27,1.27,1.27
22,17,8.88,8.88,8.88
22,18,0.83,0.83,0.83
22,19,8.93,8.93,8.93
22,20,0.8,0.8,0.8
22,21,8.78,8.78,8.78
22,22,0.92,0.92,0.92
22,23,5.74,5.74,5.74
22,24,4.72,4.72,4.72
22,25,5.79,5.79,5.79
22,26,4.3,4.3,4.3
22,27,5.97,5.97,5.97
22,28,3.86,3.86,3.86
22,29,5.79,5.79,5.79
22,30,3.66,3.66,3.66
22,31,6.78,6.78,6.78
22,32,4.57,4.57,4.57
23,0,5.42,5.42,5.42
23,1,5.49,5.49,5.49
23,2,5.55,5.55,5.55
23,3,5.61,5.61,5.61
23,4,5.32,5.32,5.32
23,5,5.25,5.25,5.25
23,6,5.17,5.17,5.17
23,7,5.69,5.69,5.69
23,8,5.02,5.02,5.02
23,9,5.51,5.51,5.51
23,10,5.29,5.29,5.29
23,11,6.17,6.17,6.17
23,12,4.37,4.37,4.37
23,13,7.47,7.47,7.47
23,14,2.85,2.85,2.85
23,15,8.54,8.54,8.54
23,16,1.27,1.27,1.27
23,17,8.88,8.88,8.88
23,18,0.83,0.83,0.83
23,19,8.92,8.92,8.92
23,20,0.8,0.8,0.8
23,21,8.78,8.78,8.78
23,22,0.92,0.92,0.92
23,23,5.74,5.74,5.74
23,24,4.72,4.72,4.72
23,25,5.79,5.79,5.79
23,26,4.31,4.31,4.31
23,27,5.97,5.97,5.97
23,28,3.86,3.86,3.86
23,29,5.79,5.79,5.79
23,30,3.66,3.66,3.66
23,31,6.78,6.78,6.78
23,32,4.57,4.57,4.57
24,0,5.42,5.42,5.42
24,1,5.49,5.49,5.49
24,2,5.55,5.55,5.55
24,3,5.61,5.61,5.61
24,4,5.32,5.32,5.32
24,5,5.25,5.25,5.25
24,6,5.17,5.17,5.17
24,7,5.69,5.69,5.69
24,8,5.02,5.02,5.02
24,9,5.51,5.51,5.51
24,10,5.29,5.29,5.29
24,11,6.17,6.17,6.17
24,12,4.37,4.37,4.37
24,13,7.46,7.46,7.46
24,14,2.85,2.85,2.85
24,15,8.52,8.52,8.52
24,16,1.27,1.27,1.27
24,17,8.87,8.87,8.87
24,18,0.83,0.83,0.83
24,19,8.91,8.91,8.91
24,20,0.79,0.79,0.79
24,21,8.77,8.77,8.77
24,22,0.92,0.92,0.92
24,23,5.74,5.74,5.74
24,24,4.72,4.72,4.72
24,25,5.79,5.79,5.79
24,26,4.31,4.31,4.31
24,27,5.97,5.97,5.97
24,28,3.86,3.86,3.86
24,29,5.79,5.79,5.79
24,30,3.65,3.65,3.65
24,31,6.79,6.79,6.79
24,32,4.57,4.57,4.57
25,0,5.42,5.42,5.42
25,1,5.49,5.49,5.49
25,2,5.55,5.55,5.55
25,3,5.61,5.61,5.61
25,4,5.32,5.32,5.32
25,5,5.25,5.25,5.25
25,6,5.17,5.17,5.17
25,7,5.69,5.69,5.69
25,8,5.02,5.02,5.02
25,9,5.51,5.51,5.51
25,10,5.29,5.29,5.29
25,11,6.17,6.17,6.17
25,12,4.37,4.37,4.37
25,13,7.46,7.46,7.46
25,14,2.85,2.85,2.85
25,15,8.49,8.49,8.49
25,16,1.28,1.28,1.28
25,17,8.83,8.83,8.83
25,18,0.83,0.83,0.83
25,19,8.86,8.86,8.86
25,20,0.8,0.8,0.8
25,21,8.72,8.72,8.72
25,22,0.92,0.92,0.92
25,23,5.74,5.74,5.74
25,24,4.72,4.72,4.72
25,25,5.79,5.79,5.79
25,26,4.31,4.31,4.31
25,27,5.97,5.97,5.97
25,28,3.86,3.86,3.86
25,29,5.79,5.79,5.79
25,30,3.65,3.65,3.65
25,31,6.79,6.79,6.79
25,32,4.57,4.57,4.57
26,0,5.42,5.42,5.42
26,1,5.49,5.49,5.49
26,2,5.55,5.55,5.55
26,3,5.61,5.61,5.61
26,4,5.32,5.32,5.32
26,5,5.25,5.25,5.25
26,6,5.17,5.17,5.17
26,7,5.69,5.69,5.69
26,8,5.02,5.02,5.02
26,9,5.51,5.51,5.51
26,10,5.29,5.29,5.29
26,11,6.17,6.17,6.17
26,12,4.37,4.37,4.37
26,13,7.44,7.44,7.44
26,14,2.86,2.86,2.86
26,15,8.48,8.48,8.48
26,16,1.29,1.29,1.29
