0,5.34,8.78,-2.19
1,5.34,8.79,-2.21
2,5.34,8.79,-2.1933333333333334
3,5.36,8.79,-2.13
4,5.37,8.79,-2.243333333333333
5,5.37,8.79,-2.2333333333333334
6,5.38,8.79,-2.273333333333333
7,5.39,8.79,-2.276666666666667
8,5.39,8.8,-2.293333333333333
9,5.4,8.8,-2.33
10,5.41,8.8,-2.353333333333333
11,5.41,8.8,-2.3433333333333333
12,5.42,8.81,-2.3233333333333333
13,5.42,8.81,-2.313333333333333
14,5.42,8.81,-2.32
15,5.42,8.8,-2.3466666666666667
16,5.42,8.8,-2.373333333333333
17,5.42,8.8,-2.4033333333333333
18,5.42,8.8,-2.44
19,5.42,8.8,-2.4466666666666668
20,5.42,8.8,-2.47
21,5.42,8.8,-2.466666666666667
22,5.42,8.8,-2.453333333333333
23,5.42,8.8,-2.4433333333333334
24,5.42,8.8,-2.44
25,5.42,8.8,-2.373333333333333
26,5.42,8.8,-2.273333333333333
27,5.42,8.8,-2.2066666666666666
28,5.42,8.8,-2.0933333333333333
29,5.43,8.8,-2.083333333333333
30,5.43,8.8,-2.1266666666666665
31,5.43,8.8,-2.1266666666666665
32,5.43,8.8,-2.053333333333333
33,5.43,8.8,-2.046666666666667
34,5.43,8.8,-2.063333333333333
35,5.43,8.8,-1.91
36,5.43,8.8,-1.7966666666666666
37,5.43,8.8,-1.7966666666666666
38,5.44,8.79,-1.75
39,5.45,8.79,-1.6166666666666667
40,5.45,8.78,-1.6133333333333333
41,5.45,8.78,-1.5633333333333332
42,5.46,8.78,-1.63
43,5.46,8.77,-1.68
44,5.46,8.76,-1.7466666666666666
45,5.47,8.76,-1.83
46,5.47,8.76,-1.9866666666666664
47,5.47,8.76,-1.9733333333333332
48,5.46,8.75,-1.8866666666666667
49,5.46,8.75,-1.88
50,5.47,8.75,-1.8833333333333333
51,5.47,8.74,-1.82
52,5.47,8.74,-1.8166666666666669
53,5.47,8.75,-1.8166666666666669
54,5.47,8.75,-1.8166666666666669
55,5.47,8.75,-1.7966666666666666
56,5.47,8.75,-1.7866666666666666
57,5.47,8.75,-1.72
58,5.47,8.75,-1.43
59,5.47,8.75,-1.3766666666666667
60,5.47,8.75,-1.4733333333333334
61,5.47,8.75,-1.5333333333333334
62,5.47,8.75,-1.7433333333333334
63,5.47,8.75,-1.6266666666666667
64,5.48,8.75,-1.62
65,5.48,8.75,-1.6166666666666667
66,5.49,8.75,-1.6133333333333333
67,5.5,8.75,-1.606666666666667
68,5.51,8.75,-1.5733333333333333
69,5.53,8.75,-1.5833333333333333
70,5.54,8.76,-1.586666666666667
71,5.55,8.76,-1.5833333333333333
72,5.57,8.76,-1.6
73,5.58,8.76,-1.58
74,5.59,8.77,-1.5833333333333333
75,5.6,8.78,-1.5833333333333333
76,5.61,8.78,-1.5633333333333332
77,5.62,8.78,-1.5366666666666666
78,5.64,8.79,-1.5266666666666666
79,5.66,8.79,-1.5
80,5.68,8.79,-1.4866666666666666
81,5.71,8.79,-1.4933333333333334
82,5.73,8.79,-1.4666666666666666
83,5.75,8.79,-1.4566666666666668
84,5.79,8.78,-1.3666666666666667
85,5.81,8.77,-1.22
86,5.82,8.75,-1.1966666666666668
87,5.83,8.75,-1.1733333333333331
88,5.84,8.75,-1.1733333333333331
89,5.84,8.75,-1.13
90,5.85,8.75,-1.05
91,5.85,8.75,-0.9966666666666668
92,5.86,8.75,-1.01
93,5.86,8.75,-1.03
94,5.86,8.75,-1.04
95,5.87,8.75,-1.04
96,5.87,8.75,-1.0233333333333334
97,5.88,8.75,-1.0333333333333334
98,5.88,8.74,-0.9866666666666668
99,5.89,8.74,-1.0066666666666666
100,5.89,8.74,-1.01
101,5.89,8.74,-1.1033333333333333
102,5.89,8.73,-1.1266666666666667
103,5.88,8.72,-1.086666666666667
104,5.88,8.71,-1.0666666666666669
105,5.89,8.7,-1.0133333333333334
106,5.89,8.69,-0.9866666666666668
107,5.89,8.67,-0.87
108,5.89,8.66,-0.78
109,5.89,8.64,-0.6433333333333333
110,5.89,8.63,-0.5333333333333333
111,5.88,8.63,-0.5133333333333333
112,5.88,8.63,-0.5366666666666666
113,5.88,8.63,-0.49
114,5.88,8.63,-0.4566666666666666
115,5.88,8.63,-0.3766666666666666
116,5.88,8.62,-0.3
117,5.88,8.61,-0.29
118,5.88,8.61,-0.26
119,5.89,8.61,-0.28
120,5.91,8.6,-0.2433333333333333
121,5.93,8.58,-0.2833333333333333
122,5.95,8.56,-0.31
123,5.95,8.54,-0.3266666666666666
124,5.96,8.52,-0.3266666666666666
125,5.97,8.51,-0.35
126,5.99,8.5,-0.3733333333333333
127,6.01,8.49,-0.41
128,6.03,8.48,-0.4166666666666667
129,6.04,8.47,-0.4133333333333333
130,6.06,8.46,-0.41
131,6.08,8.46,-0.3866666666666666
132,6.1,8.45,-0.3633333333333333
133,6.11,8.45,-0.3666666666666666
134,6.13,8.45,-0.3566666666666667
135,6.14,8.46,-0.36
136,6.15,8.46,-0.37
137,6.16,8.46,-0.3966666666666666
138,6.16,8.47,-0.3866666666666666
139,6.16,8.48,-0.39
140,6.16,8.48,-0.39
141,6.16,8.48,-0.42
142,6.16,8.49,-0.45
143,6.16,8.49,-0.4833333333333333
