0,3.94,0.84,-0.2366666666666666
1,3.94,0.83,-0.6266666666666667
2,3.92,0.81,-0.8166666666666667
3,3.92,0.78,-0.8366666666666667
4,3.92,0.76,-0.84
5,3.91,0.76,-0.7933333333333333
6,3.91,0.75,-0.8666666666666667
7,3.9,0.75,-0.86
8,3.9,0.75,-0.89
9,3.9,0.75,-0.96
10,3.9,0.75,-0.9333333333333332
11,3.89,0.75,-0.9633333333333334
12,3.9,0.75,-0.95
13,3.9,0.75,-0.96
14,3.9,0.76,-0.9666666666666668
15,3.89,0.76,-0.9833333333333332
16,3.89,0.77,-0.9666666666666668
17,3.88,0.77,-0.9566666666666668
18,3.88,0.77,-0.9633333333333334
19,3.87,0.77,-0.9566666666666668
20,3.87,0.77,-0.9533333333333334
21,3.86,0.77,-0.9533333333333334
22,3.86,0.77,-0.9466666666666668
23,3.86,0.77,-0.9466666666666668
24,3.86,0.77,-0.9233333333333332
25,3.86,0.77,-0.91
26,3.86,0.77,-0.8933333333333333
27,3.86,0.77,-0.8766666666666667
28,3.86,0.78,-0.8266666666666667
29,3.86,0.78,-0.82
30,3.86,0.78,-0.83
31,3.86,0.78,-0.8366666666666667
32,3.86,0.78,-0.83
33,3.86,0.78,-0.8233333333333334
34,3.86,0.78,-0.8333333333333334
35,3.86,0.78,-0.8333333333333334
36,3.86,0.78,-0.8666666666666667
37,3.86,0.78,-0.95
38,3.86,0.78,-1.04
39,3.86,0.78,-1.0733333333333333
40,3.86,0.78,-1.096666666666667
41,3.86,0.78,-1.0666666666666669
42,3.86,0.78,-1.05
43,3.86,0.76,-1.0433333333333332
44,3.86,0.76,-1.0633333333333332
45,3.86,0.75,-1.0733333333333333
46,3.86,0.75,-1.0533333333333332
47,3.86,0.75,-1.02
48,3.86,0.75,-1.03
49,3.86,0.75,-0.9566666666666668
50,3.86,0.75,-0.9633333333333334
51,3.86,0.75,-0.97
52,3.86,0.75,-0.95
53,3.86,0.76,-0.9
54,3.86,0.77,-0.7866666666666666
55,3.85,0.78,-0.7566666666666667
56,3.85,0.8,-0.77
57,3.85,0.81,-0.77
58,3.85,0.81,-0.8233333333333334
59,3.85,0.81,-0.8866666666666667
60,3.85,0.81,-0.8866666666666667
61,3.85,0.81,-0.9333333333333332
62,3.85,0.8,-0.9133333333333332
63,3.85,0.8,-0.8533333333333334
64,3.85,0.8,-0.8533333333333334
65,3.85,0.8,-0.7866666666666666
66,3.85,0.81,-0.74
67,3.85,0.82,-0.75
68,3.85,0.82,-0.77
69,3.85,0.82,-0.7666666666666667
70,3.85,0.82,-0.7533333333333333
71,3.85,0.83,-0.7266666666666667
72,3.85,0.83,-0.6966666666666667
73,3.85,0.83,-0.6433333333333333
74,3.85,0.83,-0.5966666666666667
75,3.86,0.83,-0.61
76,3.86,0.83,-0.6333333333333333
77,3.86,0.83,-0.6433333333333333
78,3.86,0.83,-0.6466666666666666
79,3.85,0.83,-0.65
80,3.85,0.83,-0.64
81,3.85,0.83,-0.6133333333333333
82,3.85,0.83,-0.5733333333333334
83,3.85,0.83,-0.5366666666666666
84,3.85,0.82,-0.5066666666666667
85,3.85,0.82,-0.5333333333333333
86,3.85,0.82,-0.52
87,3.85,0.82,-0.4333333333333333
88,3.85,0.82,-0.3233333333333333
89,3.85,0.82,-0.1666666666666666
90,3.85,0.82,-0.11
91,3.85,0.82,-0.0933333333333333
92,3.85,0.82,-0.0733333333333333
93,3.85,0.82,-0.0566666666666666
94,3.84,0.82,0.01
95,3.84,0.82,0.0433333333333333
96,3.84,0.82,0.1666666666666666
97,3.84,0.82,0.2433333333333333
98,3.84,0.82,0.1433333333333333
99,3.84,0.82,0.14
