frame_ix,landmark_ix,x,y,z
0,0,5.34,8.78,-2.19
0,1,5.46,8.97,-2.056666666666666
0,2,5.53,8.97,-2.056666666666666
0,3,5.61,8.96,-2.056666666666666
0,4,5.24,8.98,-2.083333333333333
0,5,5.17,8.99,-2.083333333333333
0,6,5.07,8.99,-2.083333333333333
0,7,5.7,8.86,-1.1733333333333331
0,8,4.98,8.93,-1.3433333333333333
0,9,5.44,8.57,-1.86
0,10,5.19,8.56,-1.903333333333333
0,11,6.16,7.84,-0.3633333333333333
0,12,4.36,7.93,-1.05
0,13,7.34,7.63,0.1433333333333333
0,14,2.94,7.84,-1.3033333333333332
0,15,8.41,7.68,-0.2966666666666667
0,16,1.42,8.05,-2.0866666666666664
0,17,8.83,7.67,-0.3766666666666666
0,18,0.92,8.08,-2.283333333333333
0,19,8.86,7.72,-0.6366666666666667
0,20,0.89,8.13,-2.48
0,21,8.69,7.71,-0.44
0,22,1.02,8.11,-2.21
0,23,5.77,4.95,0.3133333333333333
0,24,4.68,4.94,-0.31
0,25,5.81,2.95,1.12
0,26,4.33,2.82,-0.5166666666666667
0,27,5.99,1.3,2.1933333333333334
0,28,3.94,0.84,-0.2366666666666666
0,29,5.77,0.9,2.263333333333333
0,30,3.72,0.56,-0.24
0,31,6.79,0.87,1.7
0,32,4.53,0.22,-1.1033333333333333
1,0,5.34,8.79,-2.21
1,1,5.46,8.97,-2.0766666666666667
1,2,5.53,8.96,-2.0766666666666667
1,3,5.61,8.96,-2.0766666666666667
1,4,5.24,8.98,-2.1066666666666665
1,5,5.17,8.98,-2.1066666666666665
1,6,5.08,8.98,-2.1066666666666665
1,7,5.69,8.86,-1.2
1,8,4.98,8.91,-1.3733333333333333
1,9,5.44,8.57,-1.8833333333333333
1,10,5.19,8.57,-1.93
1,11,6.16,7.82,-0.41
1,12,4.36,7.93,-1.0766666666666669
1,13,7.34,7.63,-0.2733333333333333
1,14,2.94,7.83,-1.28
1,15,8.42,7.68,-1.1933333333333334
1,16,1.39,8.05,-2.0
1,17,8.83,7.67,-1.3666666666666667
1,18,0.91,8.08,-2.2066666666666666
1,19,8.86,7.72,-1.62
1,20,0.87,8.13,-2.4266666666666667
1,21,8.7,7.71,-1.3433333333333333
1,22,1.01,8.11,-2.1266666666666665
1,23,5.77,4.96,0.3366666666666666
1,24,4.69,4.97,-0.3366666666666666
1,25,5.8,3.0,1.3966666666666667
1,26,4.33,2.86,-0.75
1,27,5.99,1.29,2.5966666666666667
1,28,3.94,0.83,-0.6266666666666667
1,29,5.8,0.87,2.6766666666666667
1,30,3.72,0.54,-0.6566666666666666
1,31,6.8,0.88,2.09
1,32,4.53,0.23,-1.6
2,0,5.34,8.79,-2.1933333333333334
2,1,5.46,8.97,-2.06
2,2,5.53,8.96,-2.056666666666666
2,3,5.6,8.95,-2.056666666666666
2,4,5.24,8.98,-2.0866666666666664
2,5,5.17,8.98,-2.0866666666666664
2,6,5.08,8.98,-2.0866666666666664
2,7,5.69,8.86,-1.1766666666666667
2,8,4.98,8.89,-1.35
2,9,5.44,8.57,-1.8666666666666667
2,10,5.19,8.57,-1.9166666666666667
2,11,6.16,7.82,-0.38
2,12,4.36,7.92,-1.0533333333333332
2,13,7.35,7.63,-0.2533333333333333
2,14,2.93,7.81,-1.2
2,15,8.43,7.68,-1.2366666666666666
2,16,1.37,8.05,-1.903333333333333
2,17,8.83,7.67,-1.413333333333333
2,18,0.9,8.08,-2.1133333333333333
2,19,8.85,7.72,-1.663333333333333
2,20,0.85,8.13,-2.333333333333333
2,21,8.7,7.7,-1.3866666666666667
2,22,1.01,8.11,-2.033333333333333
2,23,5.77,4.99,0.36
2,24,4.69,5.0,-0.36
2,25,5.78,3.03,1.5
2,26,4.34,2.87,-0.8233333333333334
2,27,5.98,1.29,2.77
2,28,3.92,0.81,-0.8166666666666667
2,29,5.8,0.87,2.8566666666666665
2,30,3.7,0.5,-0.86
2,31,6.8,0.92,2.283333333333333
2,32,4.55,0.23,-1.82
3,0,5.36,8.79,-2.13
3,1,5.47,8.97,-1.9833333333333332
3,2,5.53,8.96,-1.9833333333333332
3,3,5.6,8.95,-1.9833333333333332
3,4,5.26,8.98,-2.023333333333333
3,5,5.18,8.98,-2.023333333333333
3,6,5.1,8.98,-2.023333333333333
3,7,5.69,8.86,-1.0833333333333333
3,8,4.98,8.89,-1.2933333333333332
3,9,5.45,8.57,-1.7933333333333332
3,10,5.21,8.57,-1.8533333333333333
3,11,6.15,7.81,-0.2533333333333333
3,12,4.36,7.92,-1.02
3,13,7.34,7.63,-0.1433333333333333
3,14,2.92,7.81,-1.1733333333333331
3,15,8.44,7.68,-0.8733333333333333
3,16,1.37,8.05,-1.9066666666666667
3,17,8.83,7.67,-1.0133333333333334
3,18,0.89,8.08,-2.1166666666666667
3,19,8.85,7.72,-1.27
3,20,0.84,8.13,-2.3433333333333333
3,21,8.7,7.7,-1.02
3,22,1.0,8.11,-2.036666666666666
3,23,5.76,5.0,0.38
3,24,4.7,5.01,-0.38
3,25,5.77,3.05,1.52
3,26,4.34,2.87,-0.82
3,27,5.98,1.31,2.81
3,28,3.92,0.78,-0.8366666666666667
3,29,5.8,0.91,2.8966666666666665
3,30,3.71,0.47,-0.88
3,31,6.8,0.94,2.3433333333333333
3,32,4.57,0.21,-1.836666666666667
4,0,5.37,8.79,-2.243333333333333
4,1,5.47,8.96,-2.0966666666666667
4,2,5.53,8.95,-2.0966666666666667
4,3,5.61,8.95,-2.0966666666666667
4,4,5.27,8.97,-2.14
4,5,5.19,8.97,-2.14
4,6,5.11,8.96,-2.14
4,7,5.69,8.85,-1.163333333333333
4,8,4.99,8.87,-1.3966666666666667
4,9,5.46,8.57,-1.893333333333333
4,10,5.22,8.57,-1.96
4,11,6.16,7.81,-0.2533333333333333
4,12,4.36,7.92,-1.1033333333333333
4,13,7.37,7.63,-0.0833333333333333
4,14,2.88,7.81,-1.25
4,15,8.45,7.68,-0.8166666666666667
4,16,1.33,8.05,-1.9866666666666664
4,17,8.83,7.68,-0.95
4,18,0.85,8.08,-2.21
4,19,8.85,7.72,-1.21
4,20,0.8,8.14,-2.46
4,21,8.71,7.71,-0.9633333333333334
4,22,0.95,8.11,-2.1266666666666665
4,23,5.76,5.0,0.3933333333333333
4,24,4.7,5.0,-0.3933333333333333
4,25,5.77,3.06,1.6
4,26,4.33,2.86,-0.8333333333333334
4,27,5.98,1.31,2.9766666666666666
4,28,3.92,0.76,-0.84
4,29,5.8,0.93,3.0733333333333333
4,30,3.71,0.47,-0.8833333333333333
4,31,6.78,0.94,2.513333333333333
4,32,4.58,0.19,-1.856666666666667
5,0,5.37,8.79,-2.2333333333333334
5,1,5.47,8.95,-2.09
5,2,5.53,8.95,-2.09
5,3,5.6,8.94,-2.09
5,4,5.27,8.96,-2.13
5,5,5.2,8.96,-2.1333333333333333
5,6,5.12,8.96,-2.13
5,7,5.69,8.85,-1.16
5,8,4.99,8.87,-1.3833333333333333
5,9,5.46,8.58,-1.89
5,10,5.22,8.58,-1.9533333333333331
5,11,6.16,7.81,-0.2733333333333333
5,12,4.36,7.92,-1.0833333333333333
5,13,7.38,7.63,-0.08
5,14,2.88,7.81,-1.2133333333333334
5,15,8.45,7.69,-0.7966666666666666
5,16,1.31,8.06,-1.96
5,17,8.82,7.68,-0.9266666666666666
5,18,0.84,8.09,-2.1766666666666667
5,19,8.83,7.73,-1.1833333333333331
5,20,0.79,8.15,-2.43
5,21,8.71,7.71,-0.94
5,22,0.95,8.12,-2.0966666666666667
5,23,5.76,5.0,0.39
5,24,4.7,5.0,-0.39
5,25,5.77,3.06,1.51
5,26,4.32,2.85,-0.8266666666666667
5,27,5.98,1.31,2.813333333333333
5,28,3.91,0.76,-0.7933333333333333
5,29,5.8,0.93,2.9
5,30,3.71,0.46,-0.8366666666666667
5,31,6.79,0.94,2.316666666666667
5,32,4.58,0.19,-1.8133333333333328
6,0,5.38,8.79,-2.273333333333333
6,1,5.47,8.95,-2.1333333333333333
6,2,5.54,8.95,-2.1333333333333333
6,3,5.61,8.94,-2.1333333333333333
6,4,5.28,8.96,-2.17
6,5,5.2,8.96,-2.1733333333333333
6,6,5.13,8.96,-2.1733333333333333
6,7,5.69,8.85,-1.21
6,8,5.0,8.87,-1.4233333333333331
6,9,5.47,8.58,-1.9266666666666667
6,10,5.23,8.59,-1.9866666666666664
6,11,6.17,7.81,-0.3266666666666666
6,12,4.36,7.92,-1.106666666666667
6,13,7.44,7.63,-0.2566666666666666
6,14,2.88,7.81,-1.2166666666666666
6,15,8.48,7.69,-1.2666666666666666
6,16,1.29,8.06,-1.94
6,17,8.83,7.68,-1.44
6,18,0.82,8.1,-2.1466666666666665
6,19,8.83,7.73,-1.6933333333333334
6,20,0.78,8.15,-2.4
6,21,8.72,7.71,-1.4166666666666667
6,22,0.93,8.12,-2.0733333333333333
6,23,5.75,5.0,0.39
6,24,4.7,5.01,-0.39
6,25,5.77,3.07,1.47
6,26,4.31,2.85,-0.8866666666666667
6,27,5.98,1.31,2.7333333333333334
6,28,3.91,0.75,-0.8666666666666667
6,29,5.8,0.92,2.813333333333333
6,30,3.7,0.45,-0.9133333333333332
6,31,6.8,0.94,2.22
6,32,4.59,0.19,-1.903333333333333
7,0,5.39,8.79,-2.276666666666667
7,1,5.47,8.95,-2.1366666666666667
7,2,5.54,8.95,-2.1366666666666667
7,3,5.61,8.94,-2.1366666666666667
7,4,5.29,8.96,-2.1766666666666667
7,5,5.21,8.96,-2.1766666666666667
7,6,5.14,8.96,-2.1766666666666667
7,7,5.7,8.85,-1.2233333333333334
7,8,5.0,8.87,-1.43
7,9,5.48,8.58,-1.9333333333333331
7,10,5.25,8.59,-1.99
7,11,6.18,7.81,-0.3633333333333333
7,12,4.36,7.91,-1.11
7,13,7.47,7.63,-0.2866666666666667
7,14,2.88,7.82,-1.2233333333333334
7,15,8.49,7.69,-1.28
7,16,1.29,8.06,-1.93
7,17,8.83,7.69,-1.4466666666666668
7,18,0.82,8.1,-2.1333333333333333
7,19,8.83,7.74,-1.7
7,20,0.78,8.16,-2.38
7,21,8.72,7.72,-1.4266666666666667
7,22,0.92,8.13,-2.063333333333333
7,23,5.75,5.0,0.3866666666666666
7,24,4.7,5.01,-0.3866666666666666
7,25,5.77,3.07,1.4466666666666668
7,26,4.31,2.85,-0.8766666666666667
7,27,5.98,1.3,2.6933333333333334
7,28,3.9,0.75,-0.86
7,29,5.8,0.92,2.773333333333333
7,30,3.69,0.45,-0.9033333333333332
7,31,6.8,0.94,2.183333333333333
7,32,4.59,0.19,-1.8866666666666667
8,0,5.39,8.8,-2.293333333333333
8,1,5.47,8.96,-2.1533333333333333
8,2,5.54,8.95,-2.1533333333333333
8,3,5.61,8.94,-2.1533333333333333
8,4,5.29,8.97,-2.19
8,5,5.22,8.97,-2.1933333333333334
8,6,5.14,8.96,-2.19
8,7,5.7,8.85,-1.2433333333333334
8,8,5.01,8.86,-1.45
8,9,5.49,8.59,-1.95
8,10,5.26,8.6,-2.01
8,11,6.18,7.8,-0.39
8,12,4.36,7.91,-1.1266666666666667
8,13,7.47,7.63,-0.2833333333333333
8,14,2.87,7.83,-1.2333333333333334
8,15,8.51,7.69,-1.2333333333333334
8,16,1.29,8.07,-1.94
8,17,8.84,7.69,-1.393333333333333
8,18,0.82,8.1,-2.14
8,19,8.85,7.74,-1.6466666666666667
8,20,0.78,8.16,-2.3833333333333333
8,21,8.74,7.73,-1.38
8,22,0.93,8.13,-2.0733333333333333
8,23,5.75,5.0,0.3833333333333333
8,24,4.71,5.02,-0.3833333333333333
8,25,5.77,3.08,1.47
8,26,4.31,2.86,-0.91
8,27,5.98,1.3,2.736666666666667
8,28,3.9,0.75,-0.89
8,29,5.79,0.93,2.816666666666667
8,30,3.69,0.45,-0.9366666666666666
8,31,6.8,0.95,2.203333333333333
8,32,4.59,0.2,-1.9266666666666667
9,0,5.4,8.8,-2.33
9,1,5.48,8.96,-2.1866666666666665
9,2,5.54,8.95,-2.1866666666666665
9,3,5.61,8.94,-2.1866666666666665
9,4,5.3,8.97,-2.23
9,5,5.23,8.97,-2.23
9,6,5.15,8.97,-2.23
9,7,5.69,8.85,-1.2666666666666666
9,8,5.01,8.86,-1.49
9,9,5.5,8.59,-1.9833333333333332
9,10,5.27,8.6,-2.046666666666667
9,11,6.18,7.8,-0.4033333333333333
9,12,4.36,7.91,-1.1566666666666667
9,13,7.48,7.63,-0.29
9,14,2.84,7.84,-1.2566666666666666
9,15,8.53,7.7,-1.2666666666666666
9,16,1.27,8.07,-1.9433333333333331
9,17,8.86,7.7,-1.43
9,18,0.81,8.11,-2.1466666666666665
9,19,8.88,7.75,-1.69
9,20,0.78,8.17,-2.3966666666666665
9,21,8.76,7.74,-1.4166666666666667
9,22,0.92,8.14,-2.0733333333333333
9,23,5.75,5.0,0.3833333333333333
9,24,4.71,5.02,-0.3866666666666666
9,25,5.77,3.08,1.4533333333333334
9,26,4.31,2.86,-0.9566666666666668
9,27,5.97,1.27,2.7133333333333334
9,28,3.9,0.75,-0.96
9,29,5.79,0.89,2.8
9,30,3.69,0.44,-1.01
9,31,6.8,0.95,2.1533333333333333
9,32,4.59,0.2,-2.01
10,0,5.41,8.8,-2.353333333333333
10,1,5.48,8.96,-2.21
10,2,5.54,8.95,-2.21
10,3,5.61,8.94,-2.21
10,4,5.31,8.97,-2.256666666666667
10,5,5.23,8.97,-2.256666666666667
10,6,5.16,8.97,-2.256666666666667
10,7,5.69,8.84,-1.2833333333333334
10,8,5.02,8.86,-1.5133333333333334
10,9,5.5,8.59,-2.006666666666667
10,10,5.27,8.6,-2.07
10,11,6.18,7.8,-0.4166666666666667
10,12,4.36,7.91,-1.1766666666666667
10,13,7.48,7.63,-0.2833333333333333
10,14,2.83,7.84,-1.2833333333333334
10,15,8.54,7.7,-1.23
10,16,1.26,8.08,-1.97
10,17,8.86,7.7,-1.3866666666666667
10,18,0.81,8.11,-2.1766666666666667
10,19,8.89,7.75,-1.653333333333333
10,20,0.77,8.17,-2.433333333333333
10,21,8.76,7.74,-1.38
10,22,0.91,8.15,-2.1066666666666665
10,23,5.75,5.0,0.3866666666666666
10,24,4.71,5.02,-0.3866666666666666
10,25,5.78,3.08,1.4466666666666668
10,26,4.3,2.86,-0.9366666666666666
10,27,5.97,1.26,2.6966666666666668
10,28,3.9,0.75,-0.9333333333333332
10,29,5.79,0.89,2.783333333333333
10,30,3.69,0.44,-0.9833333333333332
10,31,6.8,0.94,2.1366666666666667
10,32,4.59,0.2,-1.9766666666666663
11,0,5.41,8.8,-2.3433333333333333
11,1,5.48,8.96,-2.2066666666666666
11,2,5.54,8.95,-2.2066666666666666
11,3,5.61,8.94,-2.2066666666666666
11,4,5.31,8.97,-2.24
11,5,5.23,8.97,-2.24
11,6,5.16,8.97,-2.24
11,7,5.69,8.84,-1.27
11,8,5.02,8.86,-1.49
11,9,5.5,8.59,-2.0
11,10,5.28,8.6,-2.053333333333333
11,11,6.17,7.8,-0.4033333333333333
11,12,4.36,7.91,-1.163333333333333
11,13,7.48,7.63,-0.2533333333333333
11,14,2.83,7.84,-1.2733333333333334
11,15,8.54,7.7,-1.19
11,16,1.27,8.09,-1.9533333333333331
11,17,8.86,7.7,-1.35
11,18,0.81,8.12,-2.1566666666666667
11,19,8.89,7.75,-1.606666666666667
11,20,0.77,8.18,-2.4166666666666665
11,21,8.76,7.75,-1.336666666666667
11,22,0.91,8.15,-2.09
11,23,5.74,5.01,0.3833333333333333
11,24,4.71,5.02,-0.3833333333333333
11,25,5.78,3.08,1.4433333333333334
11,26,4.3,2.86,-0.9466666666666668
11,27,5.97,1.25,2.6866666666666665
11,28,3.89,0.75,-0.9633333333333334
11,29,5.79,0.88,2.7666666666666666
11,30,3.68,0.43,-1.0166666666666666
11,31,6.8,0.94,2.11
11,32,4.59,0.21,-2.01
12,0,5.42,8.81,-2.3233333333333333
12,1,5.48,8.96,-2.18
12,2,5.55,8.95,-2.18
12,3,5.61,8.94,-2.18
12,4,5.31,8.97,-2.2266666666666666
12,5,5.24,8.98,-2.2266666666666666
12,6,5.16,8.97,-2.2266666666666666
12,7,5.69,8.84,-1.2466666666666666
12,8,5.02,8.86,-1.4866666666666666
12,9,5.51,8.59,-1.98
12,10,5.28,8.6,-2.046666666666667
12,11,6.17,7.8,-0.4
12,12,4.36,7.91,-1.1566666666666667
12,13,7.48,7.63,-0.2433333333333333
12,14,2.83,7.85,-1.25
12,15,8.53,7.7,-1.1766666666666667
12,16,1.27,8.09,-1.9366666666666668
12,17,8.86,7.7,-1.336666666666667
12,18,0.81,8.12,-2.1366666666666667
12,19,8.88,7.76,-1.5933333333333333
12,20,0.78,8.18,-2.393333333333333
12,21,8.76,7.75,-1.3266666666666669
12,22,0.91,8.16,-2.0733333333333333
12,23,5.74,5.01,0.3833333333333333
12,24,4.71,5.02,-0.3833333333333333
12,25,5.78,3.08,1.4433333333333334
12,26,4.3,2.86,-0.9466666666666668
12,27,5.97,1.25,2.68
12,28,3.9,0.75,-0.95
12,29,5.79,0.88,2.7533333333333334
12,30,3.69,0.43,-1.0
12,31,6.81,0.94,2.0966666666666667
12,32,4.59,0.21,-1.9933333333333332
13,0,5.42,8.81,-2.313333333333333
13,1,5.49,8.96,-2.1733333333333333
13,2,5.55,8.95,-2.1733333333333333
13,3,5.61,8.94,-2.1733333333333333
13,4,5.32,8.97,-2.2133333333333334
13,5,5.24,8.98,-2.2133333333333334
13,6,5.17,8.97,-2.2133333333333334
13,7,5.69,8.84,-1.2433333333333334
13,8,5.02,8.86,-1.4766666666666666
13,9,5.51,8.59,-1.97
13,10,5.28,8.6,-2.033333333333333
13,11,6.17,7.8,-0.3966666666666666
13,12,4.36,7.91,-1.15
13,13,7.47,7.63,-0.2533333333333333
13,14,2.83,7.85,-1.25
13,15,8.53,7.7,-1.1966666666666668
13,16,1.27,8.09,-1.94
13,17,8.86,7.7,-1.356666666666667
13,18,0.81,8.12,-2.143333333333333
13,19,8.89,7.76,-1.6133333333333333
13,20,0.78,8.18,-2.393333333333333
13,21,8.76,7.75,-1.3433333333333333
13,22,0.91,8.16,-2.0766666666666667
13,23,5.74,5.01,0.3833333333333333
13,24,4.71,5.02,-0.3833333333333333
13,25,5.78,3.09,1.4466666666666668
13,26,4.3,2.87,-0.95
13,27,5.97,1.26,2.6933333333333334
13,28,3.9,0.75,-0.96
13,29,5.79,0.89,2.7666666666666666
13,30,3.69,0.44,-1.01
13,31,6.81,0.94,2.13
13,32,4.59,0.22,-2.006666666666667
14,0,5.42,8.81,-2.32
14,1,5.49,8.96,-2.1766666666666667
14,2,5.55,8.95,-2.1766666666666667
14,3,5.61,8.94,-2.1766666666666667
14,4,5.32,8.97,-2.22
14,5,5.25,8.98,-2.22
14,6,5.17,8.97,-2.22
14,7,5.69,8.84,-1.2466666666666666
14,8,5.02,8.86,-1.4866666666666666
14,9,5.51,8.59,-1.9733333333333332
14,10,5.28,8.6,-2.04
14,11,6.17,7.8,-0.3966666666666666
14,12,4.36,7.91,-1.153333333333333
14,13,7.47,7.63,-0.25
14,14,2.83,7.85,-1.2633333333333334
14,15,8.53,7.7,-1.18
14,16,1.27,8.09,-1.9533333333333331
14,17,8.86,7.71,-1.336666666666667
14,18,0.81,8.12,-2.16
14,19,8.89,7.76,-1.5933333333333333
14,20,0.78,8.18,-2.4133333333333336
14,21,8.76,7.75,-1.3266666666666669
14,22,0.91,8.16,-2.09
14,23,5.74,5.01,0.3833333333333333
14,24,4.72,5.03,-0.3833333333333333
14,25,5.78,3.09,1.4566666666666668
14,26,4.3,2.88,-0.9533333333333334
14,27,5.97,1.27,2.72
14,28,3.9,0.76,-0.9666666666666668
14,29,5.79,0.91,2.796666666666667
14,30,3.69,0.44,-1.0166666666666666
14,31,6.81,0.94,2.17
14,32,4.58,0.22,-2.0166666666666666
15,0,5.42,8.8,-2.3466666666666667
15,1,5.49,8.96,-2.2066666666666666
15,2,5.55,8.95,-2.203333333333333
15,3,5.61,8.94,-2.2066666666666666
15,4,5.32,8.97,-2.25
15,5,5.25,8.98,-2.25
15,6,5.17,8.97,-2.25
15,7,5.69,8.83,-1.2733333333333334
15,8,5.02,8.86,-1.5133333333333334
15,9,5.51,8.59,-2.0
15,10,5.29,8.6,-2.066666666666667
15,11,6.17,7.8,-0.4133333333333333
15,12,4.36,7.91,-1.1733333333333331
15,13,7.47,7.62,-0.2466666666666666
15,14,2.83,7.85,-1.2833333333333334
15,15,8.53,7.7,-1.163333333333333
15,16,1.27,8.09,-1.9833333333333332
15,17,8.87,7.71,-1.32
15,18,0.82,8.12,-2.19
15,19,8.89,7.76,-1.5766666666666669
15,20,0.79,8.18,-2.4466666666666668
15,21,8.76,7.75,-1.31
15,22,0.92,8.16,-2.123333333333333
15,23,5.74,5.02,0.3833333333333333
15,24,4.72,5.03,-0.3833333333333333
15,25,5.79,3.1,1.4666666666666666
15,26,4.3,2.88,-0.95
15,27,5.97,1.28,2.7533333333333334
15,28,3.89,0.76,-0.9833333333333332
15,29,5.79,0.92,2.83
15,30,3.69,0.44,-1.0366666666666666
15,31,6.8,0.94,2.2133333333333334
15,32,4.58,0.23,-2.036666666666666
16,0,5.42,8.8,-2.373333333333333
16,1,5.49,8.96,-2.23
16,2,5.55,8.95,-2.23
16,3,5.61,8.94,-2.23
16,4,5.32,8.97,-2.276666666666667
16,5,5.25,8.98,-2.276666666666667
16,6,5.17,8.97,-2.276666666666667
16,7,5.69,8.83,-1.2966666666666666
16,8,5.02,8.86,-1.54
16,9,5.51,8.59,-2.023333333333333
16,10,5.29,8.6,-2.09
16,11,6.17,7.8,-0.4266666666666667
16,12,4.36,7.91,-1.1933333333333334
16,13,7.47,7.62,-0.2433333333333333
16,14,2.83,7.85,-1.31
16,15,8.54,7.71,-1.12
16,16,1.27,8.09,-2.023333333333333
16,17,8.87,7.71,-1.27
16,18,0.82,8.12,-2.23
16,19,8.9,7.77,-1.5333333333333334
16,20,0.79,8.18,-2.486666666666667
16,21,8.77,7.76,-1.2666666666666666
16,22,0.92,8.16,-2.1633333333333336
16,23,5.74,5.02,0.3833333333333333
16,24,4.72,5.03,-0.3833333333333333
16,25,5.79,3.1,1.47
16,26,4.3,2.88,-0.9466666666666668
16,27,5.97,1.29,2.7666666666666666
16,28,3.89,0.77,-0.9666666666666668
16,29,5.79,0.94,2.8466666666666667
16,30,3.68,0.44,-1.02
16,31,6.8,0.95,2.23
16,32,4.58,0.23,-2.0166666666666666
17,0,5.42,8.8,-2.4033333333333333
17,1,5.49,8.96,-2.26
17,2,5.55,8.95,-2.26
17,3,5.61,8.94,-2.26
17,4,5.32,8.97,-2.306666666666666
17,5,5.25,8.97,-2.306666666666666
17,6,5.17,8.97,-2.306666666666666
17,7,5.69,8.83,-1.3233333333333333
17,8,5.02,8.86,-1.5666666666666669
17,9,5.51,8.59,-2.05
17,10,5.29,8.6,-2.12
17,11,6.17,7.8,-0.4433333333333333
17,12,4.36,7.91,-1.22
17,13,7.47,7.62,-0.24
17,14,2.83,7.85,-1.3433333333333333
17,15,8.54,7.71,-1.096666666666667
17,16,1.27,8.09,-2.056666666666666
17,17,8.87,7.72,-1.24
17,18,0.82,8.12,-2.263333333333333
17,19,8.9,7.77,-1.5066666666666666
17,20,0.79,8.18,-2.52
17,21,8.77,7.76,-1.2433333333333334
17,22,0.92,8.16,-2.1933333333333334
17,23,5.74,5.02,0.3833333333333333
17,24,4.72,5.03,-0.3833333333333333
17,25,5.79,3.1,1.4833333333333334
17,26,4.3,2.88,-0.9433333333333334
17,27,5.97,1.3,2.793333333333333
17,28,3.88,0.77,-0.9566666666666668
17,29,5.79,0.96,2.873333333333333
17,30,3.68,0.45,-1.01
17,31,6.79,0.95,2.256666666666667
17,32,4.58,0.24,-2.01
18,0,5.42,8.8,-2.44
18,1,5.49,8.96,-2.296666666666667
18,2,5.55,8.95,-2.296666666666667
18,3,5.61,8.94,-2.296666666666667
18,4,5.32,8.97,-2.3433333333333333
18,5,5.25,8.97,-2.3433333333333333
18,6,5.17,8.97,-2.3433333333333333
18,7,5.69,8.83,-1.356666666666667
18,8,5.02,8.86,-1.6
18,9,5.51,8.59,-2.0866666666666664
18,10,5.29,8.6,-2.1533333333333333
18,11,6.17,7.8,-0.4766666666666667
18,12,4.36,7.91,-1.2433333333333334
18,13,7.47,7.61,-0.2533333333333333
18,14,2.83,7.84,-1.3633333333333333
18,15,8.54,7.71,-1.096666666666667
18,16,1.27,8.09,-2.0766666666666667
18,17,8.88,7.72,-1.2433333333333334
18,18,0.82,8.12,-2.283333333333333
18,19,8.92,7.77,-1.5066666666666666
18,20,0.79,8.18,-2.54
18,21,8.78,7.76,-1.2433333333333334
18,22,0.92,8.15,-2.216666666666667
18,23,5.74,5.02,0.3833333333333333
18,24,4.72,5.03,-0.3833333333333333
18,25,5.79,3.11,1.49
18,26,4.3,2.88,-0.9466666666666668
18,27,5.97,1.3,2.806666666666666
18,28,3.88,0.77,-0.9633333333333334
18,29,5.79,0.97,2.89
18,30,3.67,0.45,-1.0166666666666666
18,31,6.78,0.95,2.27
18,32,4.57,0.24,-2.02
19,0,5.42,8.8,-2.4466666666666668
19,1,5.49,8.96,-2.303333333333333
19,2,5.55,8.95,-2.303333333333333
19,3,5.61,8.94,-2.303333333333333
19,4,5.32,8.97,-2.35
19,5,5.25,8.97,-2.35
19,6,5.17,8.97,-2.35
19,7,5.69,8.83,-1.3633333333333333
19,8,5.02,8.85,-1.606666666666667
19,9,5.51,8.59,-2.0933333333333333
19,10,5.29,8.6,-2.1633333333333336
19,11,6.17,7.8,-0.48
19,12,4.36,7.91,-1.25
19,13,7.47,7.61,-0.26
19,14,2.83,7.84,-1.3666666666666667
19,15,8.54,7.71,-1.11
19,16,1.27,8.08,-2.08
19,17,8.88,7.72,-1.2566666666666666
19,18,0.82,8.11,-2.286666666666666
19,19,8.92,7.77,-1.5266666666666666
19,20,0.79,8.17,-2.543333333333333
19,21,8.78,7.76,-1.26
19,22,0.92,8.15,-2.22
19,23,5.74,5.02,0.38
19,24,4.72,5.04,-0.3833333333333333
19,25,5.79,3.11,1.4866666666666666
19,26,4.31,2.89,-0.9466666666666668
19,27,5.97,1.31,2.793333333333333
19,28,3.87,0.77,-0.9566666666666668
19,29,5.79,0.98,2.873333333333333
19,30,3.67,0.45,-1.01
19,31,6.78,0.95,2.2533333333333334
19,32,4.57,0.24,-2.013333333333333
20,0,5.42,8.8,-2.47
20,1,5.49,8.96,-2.3266666666666667
20,2,5.55,8.95,-2.3266666666666667
20,3,5.61,8.94,-2.3266666666666667
20,4,5.32,8.97,-2.3766666666666665
20,5,5.25,8.97,-2.38
20,6,5.17,8.97,-2.3766666666666665
20,7,5.69,8.83,-1.3766666666666667
20,8,5.02,8.85,-1.643333333333333
20,9,5.51,8.59,-2.1133333333333333
20,10,5.29,8.6,-2.19
20,11,6.17,7.79,-0.4866666666666667
20,12,4.36,7.91,-1.2866666666666666
20,13,7.47,7.6,-0.26
20,14,2.83,7.84,-1.413333333333333
20,15,8.54,7.71,-1.0833333333333333
20,16,1.27,8.08,-2.1333333333333333
20,17,8.88,7.72,-1.2266666666666666
20,18,0.82,8.1,-2.3433333333333333
20,19,8.93,7.77,-1.5033333333333334
20,20,0.79,8.15,-2.603333333333333
20,21,8.78,7.76,-1.2366666666666666
20,22,0.92,8.14,-2.273333333333333
20,23,5.74,5.02,0.3833333333333333
20,24,4.72,5.04,-0.3833333333333333
20,25,5.79,3.11,1.51
20,26,4.3,2.89,-0.9533333333333334
20,27,5.97,1.31,2.83
20,28,3.87,0.77,-0.9533333333333334
20,29,5.79,0.97,2.9133333333333336
20,30,3.66,0.45,-1.0066666666666666
20,31,6.78,0.95,2.283333333333333
20,32,4.57,0.24,-2.013333333333333
