0,0,5.34,8.78,-2.19
0,11,6.16,7.84,-0.3633333333333333
0,12,4.36,7.93,-1.05
0,13,7.34,7.63,0.1433333333333333
0,14,2.94,7.84,-1.3033333333333332
0,15,8.41,7.68,-0.2966666666666667
0,16,1.42,8.05,-2.0866666666666664
0,23,5.77,4.95,0.3133333333333333
0,24,4.68,4.94,-0.31
0,25,5.81,2.95,1.12
0,26,4.33,2.82,-0.5166666666666667
0,27,5.99,1.3,2.1933333333333334
0,28,3.94,0.84,-0.2366666666666666
0,29,5.77,0.9,2.263333333333333
0,30,3.72,0.56,-0.24
0,31,6.79,0.87,1.7
0,32,4.53,0.22,-1.1033333333333333
1,0,5.34,8.79,-2.21
1,11,6.16,7.82,-0.41
1,12,4.36,7.93,-1.0766666666666669
1,13,7.34,7.63,-0.2733333333333333
1,14,2.94,7.83,-1.28
1,15,8.42,7.68,-1.1933333333333334
1,16,1.39,8.05,-2.0
1,23,5.77,4.96,0.3366666666666666
1,24,4.69,4.97,-0.3366666666666666
1,25,5.8,3.0,1.3966666666666667
1,26,4.33,2.86,-0.75
1,27,5.99,1.29,2.5966666666666667
1,28,3.94,0.83,-0.6266666666666667
1,29,5.8,0.87,2.6766666666666667
1,30,3.72,0.54,-0.6566666666666666
1,31,6.8,0.88,2.09
1,32,4.53,0.23,-1.6
2,0,5.34,8.79,-2.1933333333333334
2,11,6.16,7.82,-0.38
2,12,4.36,7.92,-1.0533333333333332
2,13,7.35,7.63,-0.2533333333333333
2,14,2.93,7.81,-1.2
2,15,8.43,7.68,-1.2366666666666666
2,16,1.37,8.05,-1.903333333333333
2,23,5.77,4.99,0.36
2,24,4.69,5.0,-0.36
2,25,5.78,3.03,1.5
2,26,4.34,2.87,-0.8233333333333334
2,27,5.98,1.29,2.77
2,28,3.92,0.81,-0.8166666666666667
2,29,5.8,0.87,2.8566666666666665
2,30,3.7,0.5,-0.86
2,31,6.8,0.92,2.283333333333333
2,32,4.55,0.23,-1.82
3,0,5.36,8.79,-2.13
3,11,6.15,7.81,-0.2533333333333333
3,12,4.36,7.92,-1.02
3,13,7.34,7.63,-0.1433333333333333
3,14,2.92,7.81,-1.1733333333333331
3,15,8.44,7.68,-0.8733333333333333
3,16,1.37,8.05,-1.9066666666666667
3,23,5.76,5.0,0.38
3,24,4.7,5.01,-0.38
3,25,5.77,3.05,1.52
3,26,4.34,2.87,-0.82
3,27,5.98,1.31,2.81
3,28,3.92,0.78,-0.8366666666666667
3,29,5.8,0.91,2.8966666666666665
3,30,3.71,0.47,-0.88
3,31,6.8,0.94,2.3433333333333333
3,32,4.57,0.21,-1.836666666666667
4,0,5.37,8.79,-2.243333333333333
4,11,6.16,7.81,-0.2533333333333333
4,12,4.36,7.92,-1.1033333333333333
4,13,7.37,7.63,-0.0833333333333333
4,14,2.88,7.81,-1.25
4,15,8.45,7.68,-0.8166666666666667
4,16,1.33,8.05,-1.9866666666666664
4,23,5.76,5.0,0.3933333333333333
4,24,4.7,5.0,-0.3933333333333333
4,25,5.77,3.06,1.6
4,26,4.33,2.86,-0.8333333333333334
4,27,5.98,1.31,2.9766666666666666
4,28,3.92,0.76,-0.84
4,29,5.8,0.93,3.0733333333333333
4,30,3.71,0.47,-0.8833333333333333
4,31,6.78,0.94,2.513333333333333
4,32,4.58,0.19,-1.856666666666667
